File Name ,Song Type,# Song Types,# Notes,# Unique Note Types ,# Note Types,Song Length,PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth
GC-BCVI-OSKR-25-55,g,8,5,37,3,0.736,7312.5,2531.25,4781.25,0.1477,4406.25,3375,1031.25,0.0665,6843.75,4781.25,2062.5,0.0649,7312.5,5250,2062.5,0.0706,7218.75,5531.25,1687.5,0.1826,3562.5,2531.25,1031.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-56,h,8,13,37,7,1.6824,7218.75,2062.5,5156.25,0.1205,6562.5,3843.75,2718.75,0.0651,5250,2625,2625,0.0521,3937.5,2906.25,1031.25,0.0423,3093.75,2625,468.75,0.0456,2906.25,2531.25,375,0.0456,2812.5,2156.25,656.25,0.1466,5906.25,3562.5,2343.75,0.0489,5718.75,4031.25,1687.5,0.0472,6093.75,4031.25,2062.5,0.0505,7218.75,3843.75,3375,0.0635,7031.25,3562.5,3468.75,0.1417,5062.5,2062.5,3000,0.1857,5250,4125,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-58,d,8,8,37,5,0.8218,6562.5,2343.75,4218.75,0.0853,5906.25,4593.75,1312.5,0.0904,5531.25,3656.25,1875,0.0579,6562.5,5343.75,1218.75,0.0609,6562.5,5250,1312.5,0.063,6000,5156.25,843.75,0.1524,4593.75,2718.75,1875,0.0437,4687.5,2531.25,2156.25,0.0731,3375,2343.75,1031.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-59,g,8,6,37,4,1.0513,7125,2531.25,4593.75,0.1771,6843.75,3000,,0.1782,4406.25,2718.75,1687.5,0.0542,6843.75,5156.25,1687.5,0.0609,7125,4875,2250,0.0553,6937.5,5250,1687.5,0.1881,3562.5,2531.25,1031.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-62,f,8,6,37,2,0.473,6468.75,2437.5,4031.25,0.1512,6468.75,4031.25,2437.5,0.0439,6093.75,2437.5,3656.25,0.0439,3468.75,2531.25,937.5,0.0374,3843.75,2625,1218.75,0.0471,4968.75,3093.75,1875,0.0585,3843.75,3093.75,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-63,d,8,8,37,5,0.8143,6562.5,2156.25,4406.25,0.0871,5906.25,4312.5,1593.75,0.0951,5812.5,2718.75,3093.75,0.0737,6562.5,2531.25,4031.25,0.0589,6468.75,5250,1218.75,0.0616,6375,5250,1125,0.1487,4500,2625,1875,0.0402,4781.25,2343.75,2437.5,0.0844,3468.75,2156.25,1312.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-64,e,8,6,37,3,0.5985,7500,2156.25,5343.75,0.0671,5906.25,4218.75,1687.5,0.0441,4500,4031.25,468.75,0.0469,5812.5,3937.5,1875,0.0395,7406.25,3656.25,3750,0.046,7500,5718.75,1781.25,0.1039,5250,2156.25,3093.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-66,f,8,6,37,2,0.4613,7968.75,2250,5718.75,0.1468,7968.75,3937.5,4031.25,0.0392,5343.75,2250,3093.75,0.0409,3468.75,2531.25,937.5,0.04,3562.5,2812.5,750,0.045,3750,3093.75,656.25,0.0492,3468.75,3187.5,281.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-67,g,8,2,37,2,0.415,6468.75,2812.5,3656.25,0.1755,6468.75,3468.75,3000,0.1436,4312.5,2812.5,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-71,d,8,8,37,5,0.8029,6656.25,2343.75,4312.5,0.094,6000,4593.75,1406.25,0.095,5718.75,4125,1593.75,0.0613,6656.25,5343.75,1312.5,0.0572,6562.5,5343.75,1218.75,0.0623,6281.25,5250,1031.25,0.1389,4593.75,2812.5,1781.25,0.0388,4781.25,2531.25,2250,0.0756,3468.75,2343.75,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-73,f,8,6,37,2,0.4462,8156.25,2250,5906.25,0.1569,8156.25,3843.75,4312.5,0.038,3843.75,2250,1593.75,0.0387,3656.25,2531.25,1125,0.0387,3562.5,2906.25,656.25,0.0394,3843.75,3093.75,750,0.0443,3843.75,3187.5,656.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-74,f,8,6,37,2,0.4605,6937.5,2250,4687.5,0.1439,6937.5,4312.5,2625,0.0426,5343.75,2250,3093.75,0.0417,3656.25,2906.25,750,0.04,3937.5,3000,937.5,0.0426,4218.75,3000,1218.75,0.0366,3656.25,3093.75,562.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-76,f,8,6,37,2,0.4639,6187.5,2343.75,3843.75,0.1346,6187.5,4218.75,1968.75,0.0357,4500,2343.75,2156.25,0.0464,4500,2531.25,1968.75,0.0426,3562.5,2718.75,843.75,0.0441,4500,3093.75,1406.25,0.0449,4593.75,3281.25,1312.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-78,d,8,8,37,5,0.7883,6281.25,2156.25,4125,0.054,5437.5,4500,937.5,0.094,5531.25,3750,1781.25,0.0605,6000,5156.25,843.75,0.0456,6281.25,5343.75,937.5,0.0577,6281.25,5156.25,1125,0.1517,5062.5,2156.25,2906.25,0.0409,4593.75,3093.75,1500,0.0605,3562.5,2343.75,1218.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-81,d,8,8,37,5,0.7963,6468.75,2250,4218.75,0.0547,6281.25,4500,1781.25,0.0909,5156.25,4031.25,1125,0.0599,6468.75,3375,3093.75,0.0578,6468.75,5250,1218.75,0.0661,6187.5,5156.25,1031.25,0.1518,4500,2625,1875,0.0403,4781.25,2250,2531.25,0.0754,3281.25,2343.75,937.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-82,f,8,6,37,2,0.461,6468.75,2437.5,4031.25,0.1394,6468.75,3750,2718.75,0.0428,3937.5,2437.5,1500,0.0398,3750,2625,1125,0.042,4218.75,2531.25,1687.5,0.0428,4218.75,2906.25,1312.5,0.0332,3468.75,2812.5,656.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-83,d,8,8,37,5,0.8095,6562.5,2250,4312.5,0.0795,6187.5,4500,1687.5,0.0893,5343.75,3843.75,1500,0.0577,6093.75,5062.5,1031.25,0.0621,6562.5,5156.25,1406.25,0.061,6375,5156.25,1218.75,0.1438,4500,2625,1875,0.0447,4968.75,2625,2343.75,0.0697,3375,2250,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-87,e,8,8,37,5,1.3102,6281.25,2250,4031.25,0.0767,5156.25,3468.75,1687.5,0.045,5718.75,3843.75,1875,0.0542,6187.5,4031.25,2156.25,0.0476,6281.25,4031.25,2250,0.0569,5906.25,4687.5,1218.75,0.0965,4781.25,2250,2531.25,0.1732,5343.75,4125,1218.75,0.2486,4968.75,3843.75,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-88,f,8,6,37,2,0.453,7406.25,2437.5,4968.75,0.1438,7406.25,3843.75,3562.5,0.0397,4406.25,2437.5,1968.75,0.0379,4031.25,2718.75,1312.5,0.0433,4031.25,2906.25,1125,0.0487,3843.75,3000,843.75,0.0409,3375,3093.75,281.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKR-25-89,f,8,6,37,2,0.4646,6375,2250,4125,0.149,6375,4593.75,1781.25,0.0409,4968.75,2250,2718.75,0.0451,3843.75,2625,1218.75,0.0375,3843.75,2718.75,1125,0.0417,3843.75,3281.25,562.5,0.0383,3562.5,3187.5,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKW-25-1,a,11,13,49,9,1.3899,7968.75,2531.25,5437.5,0.069,5531.25,3187.5,2343.75,0.0819,6937.5,2625,4312.5,0.0805,6187.5,4312.5,1875,0.0704,6281.25,4125,2156.25,0.0747,6093.75,4218.75,1875,0.0647,4687.5,2531.25,2156.25,0.0848,5343.75,2812.5,2531.25,0.148,7406.25,2812.5,4593.75,0.0474,4687.5,3468.75,1218.75,0.1164,7968.75,3000,4968.75,0.092,6093.75,3187.5,2906.25,0.1006,6000,3093.75,2906.25,0.1265,6468.75,3375,3093.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKW-25-2,a,11,10,49,6,1.0119,8062.5,2625,5437.5,0.0695,6000,4218.75,1781.25,0.0695,6000,4218.75,1781.25,0.0548,4406.25,2625,1781.25,0.0883,5437.5,2625,2812.5,0.1377,7406.25,2625,4781.25,0.0562,4406.25,3843.75,562.5,0.1163,8062.5,2812.5,5250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKW-25-3,a,11,13,49,9,1.371,7781.25,2531.25,5250,0.0992,6562.5,3000,3562.5,0.0976,6187.5,3093.75,3093.75,0.0784,5906.25,4218.75,1687.5,0.0672,5812.5,4218.75,1593.75,0.0672,5906.25,4125,1781.25,0.056,4312.5,2531.25,1781.25,0.0864,5437.5,2906.25,2531.25,0.1472,7500,2625,4875,0.0496,4312.5,3281.25,1031.25,0.1216,7781.25,2812.5,4968.75,0.0768,6187.5,3281.25,2906.25,0.1184,5812.5,2906.25,2906.25,0.1152,6000,2906.25,3093.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKW-25-4,b,11,8,49,4,0.931,5906.25,2156.25,3750,0.0462,4968.75,2156.25,2812.5,0.0434,5156.25,3750,1406.25,0.0434,5906.25,4500,1406.25,0.1372,4031.25,3000,1031.25,0.1484,4500,2343.75,2156.25,0.0644,3187.5,2437.5,750,0.0658,3187.5,2437.5,750,0.0658,3281.25,2250,1031.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKW-25-5,c,11,14,49,9,1.6951,7218.75,2062.5,5156.25,0.0708,3937.5,2062.5,1875,0.0676,3750,2156.25,1593.75,0.0755,2437.5,2062.5,375,0.0959,7218.75,2343.75,4875,0.3051,5437.5,2437.5,3000,0.0786,5343.75,3562.5,1781.25,0.0896,6093.75,4500,1593.75,0.1478,4406.25,2250,2156.25,0.0598,6375,3187.5,3187.5,0.0566,6375,3281.25,3093.75,0.0613,6281.25,3281.25,3000,0.1384,5437.5,2531.25,2906.25,0.0566,4875,2718.75,2156.25,0.0912,3375,2156.25,1218.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKW-25-6,d,11,4,49,2,0.429,6187.5,2062.5,4125,0.1471,6187.5,3468.75,2718.75,0.0511,4593.75,2062.5,2531.25,0.0434,4500,2343.75,2156.25,0.0697,3375,2812.5,562.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKW-25-7,e,11,5,49,3,0.5034,7875,2250,5625,0.1345,7875,3843.75,4031.25,0.0645,4781.25,2625,2156.25,0.0578,3468.75,2250,1218.75,0.0833,7125,2531.25,4593.75,0.0833,6562.5,4406.25,2156.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKW-25-8,f,11,5,49,3,0.5348,5718.75,2156.25,3562.5,0.1708,5531.25,3468.75,2062.5,0.0548,4968.75,3750,1218.75,0.0468,5343.75,3562.5,1781.25,0.0492,5718.75,3468.75,2250,0.1007,3468.75,2156.25,1312.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKW-25-9,g,11,4,49,3,0.5684,5625,2250,3375,0.1885,5625,4312.5,1312.5,0.064,5250,2906.25,2343.75,0.0661,5156.25,2531.25,2625,0.1379,4875,2250,2625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKW-25-10,h,11,16,49,7,1.8036,8250,2062.5,6187.5,0.1554,8250,4781.25,3468.75,0.0524,3843.75,2156.25,1687.5,0.049,3843.75,3000,843.75,0.0524,4125,2812.5,1312.5,0.0507,3843.75,2062.5,1781.25,0.1165,5343.75,3562.5,1781.25,0.0811,6656.25,4875,1781.25,0.0794,6656.25,5250,1406.25,0.0794,7218.75,3937.5,3281.25,0.1385,4312.5,2250,2062.5,0.0591,5437.5,3375,2062.5,0.054,6656.25,3937.5,2718.75,0.0557,6750,3843.75,2906.25,0.0608,6750,3843.75,2906.25,0.103,5250,2062.5,3187.5,0.1638,7312.5,3843.75,3468.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKW-25-11,c,11,19,49,12,2.3086,7781.25,2062.5,5718.75,0.1194,5625,2812.5,2812.5,0.0864,6093.75,2437.5,3656.25,0.0422,7125,5062.5,2062.5,0.0404,7218.75,6000,1218.75,0.0458,7781.25,7406.25,375,0.0737,4125,2250,1875,0.0728,3562.5,2062.5,1500,0.0665,3562.5,2156.25,1406.25,0.106,6093.75,4031.25,2062.5,0.2741,5625,2625,3000,0.0746,5906.25,4593.75,1312.5,0.0925,6000,4687.5,1312.5,0.1222,5531.25,2625,2906.25,0.0593,6562.5,3281.25,3281.25,0.0575,6093.75,4875,1218.75,0.0656,6093.75,5062.5,1031.25,0.1276,5062.5,2343.75,2718.75,0.0422,4875,3000,1875,0.0791,3187.5,2250,937.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKW-25-12,i,11,3,49,3,0.4994,7218.75,2062.5,5156.25,0.1341,6187.5,2062.5,4125,0.115,4875,3187.5,1687.5,0.1491,7218.75,5437.5,1781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKW-25-13,h,11,19,49,10,2.4323,8156.25,2156.25,6000,0.2371,5718.75,2906.25,2812.5,0.0766,3468.75,2156.25,1312.5,0.0575,3281.25,2250,1031.25,0.1605,8156.25,5437.5,2718.75,0.0479,3843.75,2343.75,1500,0.0551,3937.5,2250,1687.5,0.0443,4312.5,2250,2062.5,0.0515,4125,2250,1875,0.0503,4031.25,2250,1781.25,0.1078,5625,2812.5,2812.5,0.0683,7593.75,3937.5,3656.25,0.0778,7031.25,4312.5,2718.75,0.1545,4312.5,2625,1687.5,0.0551,5250,3750,1500,0.0575,6562.5,3843.75,2718.75,0.0551,6562.5,3843.75,2718.75,0.0575,6937.5,3750,3187.5,0.1293,5718.75,2156.25,3562.5,0.1677,5812.5,3656.25,2156.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKW-25-14,f,11,5,49,3,0.5954,5437.5,2343.75,3093.75,0.1771,5062.5,2343.75,2718.75,0.0607,5437.5,3468.75,1968.75,0.0489,5156.25,3281.25,1875,0.0607,5343.75,2906.25,2437.5,0.0725,3468.75,2343.75,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKW-25-15,e,11,5,49,3,0.5345,7031.25,2156.25,4875,0.1305,5062.5,2437.5,2625,0.0538,3093.75,2250,843.75,0.0503,2812.5,2343.75,468.75,0.0653,7031.25,2156.25,4875,0.0564,5812.5,3562.5,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKW-25-16,c,11,19,49,12,2.2101,7875,1968.75,5906.25,0.1021,6656.25,2531.25,4125,0.0797,4406.25,2531.25,1875,0.0448,6843.75,5062.5,1781.25,0.0399,7125,6000,1125,0.0498,7875,7687.5,187.5,0.0722,3562.5,2062.5,1500,0.066,3656.25,1968.75,1687.5,0.0722,3656.25,2062.5,1593.75,0.3151,7125,2531.25,4593.75,0.0797,5250,3656.25,1593.75,0.0747,5250,4125,1125,0.1333,3937.5,2156.25,1781.25,0.0573,6375,3281.25,3093.75,0.0548,6375,5250,1125,0.0623,6468.75,3187.5,3281.25,0.0561,6375,3187.5,3187.5,0.1258,4968.75,2437.5,2531.25,0.0436,4781.25,2531.25,2250,0.0698,3375,2156.25,1218.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKW-25-17,g,11,4,49,3,0.6587,5343.75,2156.25,3187.5,0.2599,5343.75,3281.25,2062.5,0.0594,5250,2437.5,2812.5,0.0627,4875,2156.25,2718.75,0.1535,4312.5,2250,2062.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-OSKW-25-18,h,11,12,49,6,1.4013,7593.75,2156.25,5437.5,0.1455,5906.25,2156.25,3750,0.0558,5437.5,2156.25,3281.25,0.0419,3750,2437.5,1312.5,0.0718,3656.25,2437.5,1218.75,0.0498,5437.5,3562.5,1875,0.0518,5250,3750,1500,0.0598,6843.75,3750,3093.75,0.0578,7593.75,3750,3843.75,0.1316,5062.5,2156.25,2906.25,0.1575,6562.5,3562.5,3000,0.0817,3468.75,2531.25,937.5,0.0698,3187.5,2250,937.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
